k,m,u_mass,c_v,c_uci,c_npmi,alpha,eta
40,10,-2.52059110675703,0.24050717653955211,-0.1514164860008257,-0.020950967732278985,100,0.5
40,20,-2.8443407780563463,0.2441107926756012,-0.11096254653597888,-0.012601697517410434,100,0.5
40,30,-3.0686293726996174,0.24252712876104407,-0.12272533945134571,-0.013781509877620734,100,0.5
40,10,-2.522652419455503,0.23884052663606442,-0.1546837009533471,-0.02146648086126276,100,1.0
40,20,-2.8359149783997797,0.23771227807079778,-0.11749597656856822,-0.01385857000556961,100,1.0
40,30,-3.0633600012775277,0.2327132454191137,-0.13142606978096802,-0.015232032733777037,100,1.0
40,10,-2.5634975525872625,0.24151038702552707,-0.15620423747160952,-0.02100459434833212,250,0.001
40,20,-2.889038989123762,0.24400593822167846,-0.11646701930208447,-0.012829454390388722,250,0.001
40,30,-3.1498815408913243,0.2386538275409645,-0.16169160808804423,-0.015541018718813174,250,0.001
40,10,-2.5682581258243298,0.24151038702552707,-0.15620423747160952,-0.02100459434833212,250,0.01
40,20,-2.8868876559064325,0.24400280889882162,-0.11981393373002487,-0.012942398511206297,250,0.01
40,30,-3.1439115566135274,0.23892001623895892,-0.16183288519793745,-0.01558419795879371,250,0.01
40,10,-2.524403803553289,0.24109122324134108,-0.14986217495057225,-0.02054666913723153,250,0.1
40,20,-2.8666589486848535,0.24023882580610234,-0.1187532410168759,-0.013425785860681582,250,0.1
40,30,-3.1013904551772593,0.23852933608756727,-0.1406899758242946,-0.01494289961023409,250,0.1
40,10,-2.5192608148297344,0.23963896969083676,-0.15114807367324565,-0.020740868663526396,250,0.5
40,20,-2.8380787174036475,0.23571007795582566,-0.11854382268125918,-0.014095206201812682,250,0.5
40,30,-3.063754502577748,0.23527040344465164,-0.12966285962445456,-0.014958150892539823,250,0.5
40,10,-2.5144370017319817,0.23068400696337504,-0.16674373269531814,-0.02423806411406133,250,1.0
40,20,-2.831147821675188,0.23297956935258854,-0.1212343811029181,-0.01470848099332007,250,1.0
40,30,-3.0543833866137735,0.22934739552375127,-0.13418273387083618,-0.015770930379042626,250,1.0
45,10,-6.028180817290897,0.3721642733929615,-1.6440526589575721,-0.04253384905742484,1,0.001
45,20,-9.335132505545388,0.344669950413132,-4.423870235044427,-0.14870138535814767,1,0.001
45,30,-12.217878426542168,0.470503602223405,-6.612105686382938,-0.2274685057188328,1,0.001
45,10,-6.203637145559729,0.3715181466872589,-1.8084617839092965,-0.049407984457660474,1,0.01
45,20,-9.39085573081796,0.3456350907239663,-4.474335438724599,-0.15041922247479264,1,0.01
45,30,-12.100455605214577,0.4676413151239493,-6.524645707744728,-0.22468541469475392,1,0.01
45,10,-6.17932059744487,0.36491301361592277,-1.7870492589502702,-0.04656893660158219,1,0.1
45,20,-9.634859252213484,0.35857534778630806,-4.645530097989614,-0.1552804451167186,1,0.1
45,30,-12.255406177391322,0.47065396691710876,-6.676419211303934,-0.22920184874124755,1,0.1
45,10,-7.652451940553451,0.3629726045415287,-3.04355143633111,-0.08946753772927239,1,0.5
45,20,-11.29504945722785,0.4191957229525798,-6.00934186750793,-0.20068264767586927,1,0.5
45,30,-13.33280915019702,0.5203849689846668,-7.500726272308264,-0.2551413907640889,1,0.5
45,10,-10.304837385619837,0.36935036757712847,-5.304565720365406,-0.16634489311348852,1,1.0
45,20,-13.324235956331744,0.46613760870910165,-7.21798526357043,-0.236927299489787,1,1.0
45,30,-14.636386358478832,0.5379181193420168,-7.865979192246139,-0.26058678009317854,1,1.0
45,10,-7.306615721476768,0.34110906816180925,-2.6162914483383255,-0.08068157667762284,10,0.001
45,20,-11.749635716186017,0.39608297433136885,-6.345827660494936,-0.21633458040497103,10,0.001
45,30,-14.433022736417895,0.5366728289635159,-8.3237471605605,-0.28685838339470826,10,0.001
45,10,-7.283302454042373,0.33991446052652124,-2.6465843933324162,-0.08105121939294944,10,0.01
45,20,-11.72753532455318,0.3944998499880478,-6.330900169197874,-0.21579577907130257,10,0.01
45,30,-14.40602425928577,0.5357543570551027,-8.308617701318333,-0.28631842661203294,10,0.01
45,10,-7.359773518707853,0.34825711891138716,-2.6561139006416314,-0.07790605217388831,10,0.1
45,20,-11.425489743158229,0.3859317296756991,-6.097641350833914,-0.20546807563085406,10,0.1
45,30,-14.234216943771324,0.5254007938439307,-8.266847262153819,-0.28371000068536345,10,0.1
45,10,-7.3464022260233035,0.346980450118676,-2.6253815863712338,-0.0748062136081934,10,0.5
45,20,-11.5599349187997,0.4125466548435436,-6.1599276129395575,-0.2059648013332712,10,0.5
45,30,-14.060644401567988,0.5328044964805368,-8.049841527953541,-0.2753235804309225,10,0.5
45,10,-9.220809762843393,0.3535999035552783,-4.3432317596768,-0.1361106646599195,10,1.0
45,20,-12.667862951769344,0.4678663486602586,-6.915027608391327,-0.23090706700385466,10,1.0
45,30,-14.392976363308511,0.5525195264177304,-8.036518352653784,-0.2720289462405076,10,1.0
45,10,-2.82307678609664,0.3127015721396676,-0.1251742332663876,-0.008020329315778185,50,0.001
45,20,-3.423993842227171,0.2712215866198276,-0.3310185822664442,-0.016297259507318067,50,0.001
45,30,-3.777805066339823,0.2676752012576144,-0.46936105879666556,-0.02220083052120941,50,0.001
45,10,-2.8388490490273397,0.3123927497305905,-0.12599491801175167,-0.008243372657931127,50,0.01
45,20,-3.416891937878525,0.272137296064853,-0.32063196450942755,-0.015819588240768043,50,0.01
45,30,-3.732165420949294,0.26612152475506956,-0.4496572149065585,-0.02166564223355103,50,0.01
45,10,-2.903824783857607,0.31073194284731653,-0.15295877713049946,-0.009183818727197009,50,0.1
45,20,-3.412654360054241,0.2694881897219802,-0.3052591561908554,-0.015275910529978657,50,0.1
45,30,-3.720908007129262,0.2672827475183061,-0.4539698490332456,-0.021316111269806433,50,0.1
45,10,-2.5390729385037156,0.3027684248267619,-0.08931964247809433,-0.007799001444720193,50,0.5
45,20,-2.873584630292522,0.267596864561962,-0.08796447815657968,-0.00798271059980276,50,0.5
45,30,-3.09128653135728,0.2541334346069813,-0.1082013596400354,-0.011253238457919274,50,0.5
45,10,-2.5422241334034505,0.298097665563103,-0.09625913298423286,-0.00924336531012073,50,1.0
45,20,-2.858016353633864,0.2611726475615339,-0.09394159173297406,-0.009167302126442022,50,1.0
45,30,-3.0776228492492725,0.24742653239340912,-0.11446931695618265,-0.012393415614352516,50,1.0
45,10,-2.6276129359466953,0.2717183131592523,-0.1320032735900415,-0.014859400453211675,100,0.001
45,20,-3.0222786084788527,0.2641630869976132,-0.15853531751532668,-0.011585004063400203,100,0.001
45,30,-3.2557815048395606,0.2510050587844739,-0.21122777488459543,-0.015444532109274241,100,0.001
45,10,-2.6143345653040293,0.270972181282275,-0.13157421103711267,-0.014906532379706962,100,0.01
45,20,-3.0117867902649627,0.2639521474353006,-0.15760241077846793,-0.011498189702148982,100,0.01
45,30,-3.2463685331201493,0.2505850947908211,-0.2040761279936562,-0.015157778663468282,100,0.01
45,10,-2.6110272469400218,0.2592809309230223,-0.1449956715046202,-0.017796718469618278,100,0.1
45,20,-2.9393003195207403,0.2572918649473099,-0.13210613658303128,-0.011419412514589503,100,0.1
45,30,-3.2072964737955343,0.25059793971275746,-0.18770483137125274,-0.01469805247261316,100,0.1
45,10,-2.523393692060997,0.25235200526506735,-0.14101015853095958,-0.018554614744309725,100,0.5
45,20,-2.8440703718960383,0.2592175442937362,-0.09707318235866802,-0.009938106382153443,100,0.5
45,30,-3.0698669514770907,0.24201469610443616,-0.12218878398986283,-0.013674779993159296,100,0.5
45,10,-2.5186851812268425,0.25321689816036486,-0.13780906939791773,-0.017934861491739278,100,1.0
45,20,-2.837361918737677,0.2540710636017852,-0.10145962144213085,-0.010792630759582821,100,1.0
45,30,-3.0638722547244166,0.23623344933880916,-0.12738670567723087,-0.014484700803128529,100,1.0
45,10,-2.5876564571175784,0.2552839085513557,-0.1448335275607069,-0.018512105014041113,250,0.001
45,20,-2.9267966833519408,0.25598909975648304,-0.1325629276957136,-0.011585939083060486,250,0.001
45,30,-3.1843827364053343,0.24436831938628664,-0.18261387912066765,-0.0154434148872943,250,0.001
45,10,-2.5734292127380014,0.2544390308363474,-0.14458517383474498,-0.018499918055448848,250,0.01
45,20,-2.9208085746619785,0.25802127903855776,-0.1284392864482566,-0.011160402815829893,250,0.01
45,30,-3.1632638539019737,0.242687309336497,-0.17096074696116767,-0.015230430630614952,250,0.01
45,10,-2.5345647769809068,0.25339374832782,-0.13913440652678827,-0.017888211771330126,250,0.1
45,20,-2.8956965423409593,0.2561451261229958,-0.11675263518278073,-0.011040438373196569,250,0.1
45,30,-3.1036077881852036,0.24184318875160082,-0.13641104964177075,-0.014212029163307247,250,0.1
45,10,-2.5158290829422354,0.2536640085693397,-0.1362536325000136,-0.01765009238309167,250,0.5
45,20,-2.8410918676920853,0.25567691543752086,-0.10001456979487086,-0.010548506402275126,250,0.5
45,30,-3.066273145041549,0.23790597711809225,-0.12562165087688779,-0.014206771918814635,250,0.5
45,10,-2.5182384613309985,0.2532638111831558,-0.1374033877152025,-0.017835680065458707,250,1.0
45,20,-2.8277585662144253,0.22253881267979866,-0.1314637418446121,-0.016649889983903612,250,1.0
45,30,-3.0557908770295112,0.23084482361373124,-0.13237564067436,-0.015500199776986981,250,1.0
50,10,-6.160865349637046,0.3730974689254385,-1.8751538135267243,-0.05085891358626941,1,0.001
50,20,-9.07589237870244,0.3412925937120635,-4.219814023292621,-0.140922059806587,1,0.001
50,30,-11.274100485279265,0.4381958722571848,-5.9157019033907305,-0.20450071469147063,1,0.001
50,10,-6.260781014673986,0.36897569690538334,-1.9654343371997849,-0.053379347292922326,1,0.01
50,20,-9.391828311691105,0.3490371164266409,-4.447081306977783,-0.14870667448786035,1,0.01
50,30,-11.376655529716757,0.4411701970356783,-6.001830022720811,-0.20733651958587251,1,0.01
50,10,-6.637047846495221,0.363414373619342,-2.3166304984466395,-0.06452712730796203,1,0.1
50,20,-9.95633526120413,0.3706650885623015,-4.911225894115192,-0.16346593241274454,1,0.1
50,30,-12.106675436188173,0.4614995990286508,-6.58616862802063,-0.22635952909594834,1,0.1
50,10,-8.716598171415583,0.3595357838735106,-4.035603222593457,-0.12396900250747617,1,0.5
50,20,-11.614226827752155,0.42684596697314525,-6.329274685361216,-0.21105519362997324,1,0.5
50,30,-13.433593073378526,0.5185120003520938,-7.559521351532296,-0.25739917373922244,1,0.5
50,10,-10.51074683270674,0.3602921358806618,-5.299923851492231,-0.16478599904861477,1,1.0
50,20,-13.195357539170677,0.4560723983821777,-7.043335939846555,-0.22908615168916893,1,1.0
50,30,-14.28090798743021,0.5232094610190904,-7.519231840157917,-0.24693186015072277,1,1.0
50,10,-7.695700825973443,0.3206744473124125,-3.0183866197525386,-0.09777686840888727,10,0.001
50,20,-12.444099758841293,0.4113372478052815,-6.875830845391919,-0.23500340967517178,10,0.001
50,30,-14.801004866254527,0.5532325000142078,-8.604985102824346,-0.29727016486195157,10,0.001
50,10,-7.897778611771928,0.31856004718868347,-3.1501535676859658,-0.10293190014143205,10,0.01
50,20,-12.5697747400036,0.41530120807216586,-6.982251157798364,-0.23879958929053466,10,0.01
50,30,-14.848866581103382,0.5547978010733372,-8.646205232974225,-0.2987677210228891,10,0.01
50,10,-7.7532346536901375,0.32779262583749075,-3.0520608512827407,-0.09638402954984249,10,0.1
50,20,-12.393770085784519,0.4074044799987332,-6.880231415425364,-0.234100959968914,10,0.1
50,30,-15.022777987682353,0.5552415575180882,-8.831223063773187,-0.30473270611701003,10,0.1
50,10,-8.206551303934326,0.3432843866205683,-3.409531790217218,-0.10349140641128945,10,0.5
50,20,-12.435555469494814,0.4335723501323903,-6.8789594734182336,-0.2312320052337441,10,0.5
50,30,-14.88958051893644,0.5547180774545543,-8.645894144000975,-0.296785266831355,10,0.5
50,10,-9.43725014918869,0.35238745768079044,-4.471680820720175,-0.13813592881135908,10,1.0
50,20,-12.768364930501889,0.4514899236351605,-6.987518745593841,-0.2317471078613783,10,1.0
50,30,-14.638376251519254,0.5422816664310196,-8.143457941380701,-0.27434907964425415,10,1.0
50,10,-3.0845573396450563,0.3075790189237275,-0.24028576796220108,-0.012142286515057988,50,0.001
50,20,-3.812438986419341,0.27102358855195274,-0.5446782230048786,-0.023657091239185385,50,0.001
50,30,-4.022936069703322,0.2672620708711665,-0.6382368531607461,-0.028053458378416954,50,0.001
50,10,-3.0700720336833727,0.3079570652191278,-0.2245268744104948,-0.011610820433769809,50,0.01
50,20,-3.817875110585898,0.27017464174744893,-0.5396980548308051,-0.023544167939475114,50,0.01
50,30,-4.0220763211692425,0.2670627055559458,-0.6376479803354359,-0.02811731552782657,50,0.01
50,10,-3.1677552463904046,0.311695760640448,-0.26898909227255235,-0.012494975923503609,50,0.1
50,20,-3.7984368566758526,0.27712858623501946,-0.5387232742809952,-0.02230418269436157,50,0.1
50,30,-3.9976906482024193,0.27146259939140455,-0.6528850916680387,-0.027950989317456723,50,0.1
50,10,-2.5407735684762964,0.30260985040682126,-0.08984734833830497,-0.007906176167168157,50,0.5
50,20,-2.8784843610718682,0.2670744352406953,-0.08919408247990317,-0.008079808692672054,50,0.5
50,30,-3.0880193633201465,0.2559391711365882,-0.1065794174910206,-0.010984203265557687,50,0.5
50,10,-2.542521473459528,0.29611913218550084,-0.09721508841890193,-0.00930103064682073,50,1.0
50,20,-2.8627604772739925,0.2634989658861235,-0.0929275752967948,-0.008864118053710648,50,1.0
50,30,-3.07804374620209,0.24606056087880362,-0.11477834163705328,-0.012389460149316635,50,1.0
50,10,-2.726095522022492,0.28597711794756414,-0.1159149720294287,-0.011324418593384716,100,0.001
50,20,-3.0887511659134828,0.2651630740005942,-0.18823284691808836,-0.012539221168206341,100,0.001
50,30,-3.341939333942364,0.25358708548928416,-0.24673109204636337,-0.01611012805091322,100,0.001
50,10,-2.6844009635080495,0.2831128374589632,-0.1218555963694822,-0.012051995210416121,100,0.01
50,20,-3.0881348197772627,0.2654190580764964,-0.18662191575726314,-0.012430009633391725,100,0.01
50,30,-3.3402661290143647,0.2518552304372261,-0.25469593612923747,-0.016701646455605935,100,0.01
50,10,-2.6146720976781843,0.27385320015400544,-0.12871448522310644,-0.013832921031524052,100,0.1
50,20,-3.020533378383523,0.26436602430911516,-0.17724641974898958,-0.012109301791092784,100,0.1
50,30,-3.263506187432983,0.2525739092044509,-0.21640799436883662,-0.015273187119835134,100,0.1
50,10,-2.525027355322644,0.25163831637007983,-0.14067948354763019,-0.018405317248036398,100,0.5
50,20,-2.8472149024352285,0.2617126741794592,-0.09716732339272066,-0.009861294042365274,100,0.5
50,30,-3.0699630128617144,0.24222199211175266,-0.12087365520862167,-0.013465570360183522,100,0.5
50,10,-2.5200404312654165,0.25301132538436777,-0.13628599469572208,-0.017634762609755633,100,1.0
50,20,-2.8389218609205766,0.2532543978027544,-0.10313059363909403,-0.011085184107934312,100,1.0
50,30,-3.0655422316161816,0.23814821051450275,-0.12445336589042592,-0.014015493198089543,100,1.0
50,10,-2.6045257693668633,0.2526941792503117,-0.14659984252470204,-0.018678554846768284,250,0.001
50,20,-2.969680338393062,0.2602542940430107,-0.14782461385905699,-0.011778142679759396,250,0.001
50,30,-3.2266478880160525,0.24794769995319754,-0.19821862210745167,-0.015453322067691193,250,0.001
50,10,-2.59417452644446,0.2519095004775684,-0.14809173005580553,-0.0187860384836504,250,0.01
50,20,-2.9720374942635464,0.25989166244911055,-0.15093346813186614,-0.011950525272276025,250,0.01
50,30,-3.227140233813344,0.24768673324879825,-0.19702949979230233,-0.01541939274273658,250,0.01
50,10,-2.5558455506644684,0.25165852990876153,-0.14191630083793902,-0.018071257703999387,250,0.1
50,20,-2.9014586532969595,0.2619276548568348,-0.11711192592250706,-0.010395502080714113,250,0.1
50,30,-3.13736062944587,0.2415263079570053,-0.15214918360307408,-0.014647402960594082,250,0.1
50,10,-2.523774162351215,0.2511380420546261,-0.1386263275721857,-0.017973311445329206,250,0.5
50,20,-2.8399994726058075,0.25489405054224756,-0.10085474135306055,-0.010703531723425586,250,0.5
50,30,-3.0670213735573753,0.23841451322363816,-0.12531793266685542,-0.014154199370306495,250,0.5
50,10,-2.5143931094687075,0.24313148763171263,-0.15426338969089823,-0.021447653667754505,250,1.0
50,20,-2.827086379300654,0.22185479062524543,-0.1318414935877575,-0.016709738401751554,250,1.0
50,30,-3.056998155553306,0.2318278449309977,-0.13150949270764667,-0.015308055433598856,250,1.0
